id,id_order,product_id,product_quantity,sku,unit_price,date
1130393,302737,0,1,OWC0189,339.99,2017-01-04 20:21:52
1130395,302738,0,1,TUC0231,12.99,2017-01-04 20:24:20
1130397,302740,0,1,PAC1504,25.99,2017-01-04 20:25:56
1130399,302741,0,1,FCM0003-2,70.99,2017-01-04 20:26:42
1130413,302747,0,1,CRU0016-2,84.99,2017-01-04 20:37:17
1130424,302198,0,1,LOG0084,19.99,2017-01-04 20:47:09
1130438,302759,0,1,WAC0090,729.99,2017-01-04 21:01:59
1130446,302765,0,1,BEL0292,15.99,2017-01-04 21:19:07
1130453,302767,0,1,SAM0075,335.99,2017-01-04 21:27:06
1130454,302768,0,1,LAC0092,195.99,2017-01-04 21:27:20
1130459,302765,0,1,WOE0007,9.99,2017-01-04 21:36:35
1130464,302774,0,1,SAT0008,59.99,2017-01-04 21:41:09
1130465,302774,0,1,SAT0034,39.99,2017-01-04 21:41:20
1130467,302775,0,1,LAC0206,263.63,2017-01-04 21:43:30
1130472,302777,0,1,SPH0013,149.99,2017-01-04 21:49:52
1130476,302768,0,1,SAN0155,10.99,2017-01-04 21:52:50
1130478,302774,0,1,BEL0230,13.99,2017-01-04 21:53:39
1130495,302788,0,1,MAC0137,12.39,2017-01-04 22:13:20
1130509,302795,0,1,TPL0032,119.99,2017-01-04 22:33:48
1130511,302161,0,1,LEX0037,18.99,2017-01-04 22:34:44
1130516,302799,0,1,SPE0072,36.99,2017-01-04 22:38:16
1130517,302800,0,2,OWC0045,40.99,2017-01-04 22:39:53
1130538,302813,0,1,LAC0202,189.99,2017-01-04 23:01:00
1130548,302817,0,1,NEA0009,169.99,2017-01-04 23:15:32
1130560,302824,0,1,SPH0013,149.99,2017-01-04 23:29:35
1130563,302826,0,1,FCM0003-2,70.99,2017-01-04 23:31:58
1130566,302828,0,1,IKM0022,28.99,2017-01-04 23:33:19
1130597,302842,0,1,OWC0054,19.99,2017-01-05 00:18:52
1130605,302849,0,1,PAC1490,366.99,2017-01-05 00:37:06
1130622,302857,0,1,PAC1561,62.99,2017-01-05 00:57:59
1130661,302876,0,1,SAT0039,59.99,2017-01-05 02:03:39
1130667,302879,0,1,CRU0032,59.99,2017-01-05 02:16:04
1130731,302908,0,1,JAW0040,49.99,2017-01-05 08:38:52
1130736,302913,0,1,JAW0048,29.99,2017-01-05 08:46:07
1130742,302916,0,1,JAW0040,49.99,2017-01-05 08:48:23
1130743,302917,0,1,SAT0018-A,11.05,2017-01-05 08:49:37
1130750,302921,0,1,JAW0040,49.99,2017-01-05 08:51:37
1130751,302922,0,1,KIN0153-2,149.99,2017-01-05 08:51:44
1130753,302922,0,1,APP0700,75.99,2017-01-05 08:52:21
1130766,302928,0,1,PAC1397,25.99,2017-01-05 08:58:12
1130770,302930,0,1,BOO0068,49.99,2017-01-05 09:00:45
1130774,302933,0,1,JAW0040,49.99,2017-01-05 09:04:13
1130776,302935,0,1,JAW0040,49.99,2017-01-05 09:04:37
1130779,302937,0,1,JAW0040,49.99,2017-01-05 09:06:11
1130785,302941,0,1,JAW0040,49.99,2017-01-05 09:10:33
1130787,302943,0,1,JAW0040,49.99,2017-01-05 09:11:37
1130799,302950,0,1,MOP0088,59.99,2017-01-05 09:13:02
1130805,302955,0,1,JAW0040,49.99,2017-01-05 09:15:58
1130824,302969,0,1,JAW0040,49.99,2017-01-05 09:25:36
1130833,302975,0,1,JAW0040,49.99,2017-01-05 09:28:07
1130839,302977,0,1,JAW0040,49.99,2017-01-05 09:29:15
1130862,302983,0,1,JAW0040,49.99,2017-01-05 09:36:47
1130865,302985,0,1,JAW0048,29.99,2017-01-05 09:37:03
1130867,302987,0,1,JAW0048,29.99,2017-01-05 09:37:41
1130875,302990,0,1,IFX0022,17.99,2017-01-05 09:43:35
1130896,303004,0,1,JAW0040,49.99,2017-01-05 09:57:33
1130897,303005,0,2,JAW0040,49.99,2017-01-05 09:58:01
1130899,303007,0,1,OWC0177-A,403.25,2017-01-05 09:58:24
1130901,303008,0,1,JAW0040,49.99,2017-01-05 09:59:58
1130916,303015,0,1,BEL0192,9.99,2017-01-05 10:07:31
1130925,303020,0,1,WAC0154,52.99,2017-01-05 10:12:26
1130926,303015,0,1,JMO0053,19.99,2017-01-05 10:12:35
1130927,301227,0,1,APP0694-A,56.45,2017-01-05 10:12:45
1130934,303015,0,1,KEU0007,17.99,2017-01-05 10:18:59
1130938,303023,0,2,JAW0040,49.99,2017-01-05 10:19:34
1130942,303025,0,1,JAW0048,29.99,2017-01-05 10:21:25
1130946,303015,0,1,TPL0038,7.99,2017-01-05 10:23:48
1130948,303026,0,1,JAW0048,29.99,2017-01-05 10:24:18
1130958,301975,0,1,CRU0016-2,84.99,2017-01-05 10:27:58
1130959,301975,0,1,SAM0074,155.99,2017-01-05 10:28:06
1130961,303033,0,1,JAW0040,49.99,2017-01-05 10:30:54
1130962,303034,0,1,JAW0048,29.99,2017-01-05 10:31:11
1130967,303037,0,1,PHI0076,28.99,2017-01-05 10:34:28
1130968,301975,0,1,STA0018,17.99,2017-01-05 10:35:14
1130969,303038,0,1,TPL0017,59.9,2017-01-05 10:36:03
1130995,303051,0,1,JAW0040,49.99,2017-01-05 10:53:49
1131012,303061,0,1,OWC0167,174.99,2017-01-05 11:09:55
1131015,303063,0,1,JAW0040,49.99,2017-01-05 11:13:47
1131023,303067,0,1,OWC0153-4,286.99,2017-01-05 11:19:46
1131027,303070,0,2,WAC0179,5.99,2017-01-05 11:23:13
1131028,303071,0,1,JAW0040,49.99,2017-01-05 11:23:49
1131042,303077,0,1,NTE0062,109.0,2017-01-05 11:40:03
1131056,303084,0,2,NTE0101,79.0,2017-01-05 11:49:21
1131060,303085,0,1,SEA0102,109.99,2017-01-05 11:50:31
1131061,303086,0,1,KEN0200,89.99,2017-01-05 11:52:11
1131069,303090,0,1,SAN0134,64.99,2017-01-05 11:58:51
1131070,303091,0,2,APP0698,9.99,2017-01-05 11:59:51
1131076,303096,0,1,APP0399,35.0,2017-01-05 12:01:36
1131087,303100,0,1,JAW0040,49.99,2017-01-05 12:06:25
1131103,303106,0,1,JAW0040,49.99,2017-01-05 12:10:35
1131105,303108,0,1,JAW0040,49.99,2017-01-05 12:11:05
1131107,303110,0,1,JAW0040,49.99,2017-01-05 12:11:18
1131109,303111,0,1,JAW0040,49.99,2017-01-05 12:12:33
1131110,281497,0,1,BNQ0036-A,615.08,2017-01-05 12:13:42
1131113,281497,0,1,APP0698,14.99,2017-01-05 12:14:05
1131114,281497,0,1,SAN0116-A,67.65,2017-01-05 12:14:26
1131124,303116,0,2,OWC0040-2,148.99,2017-01-05 12:17:52
1131125,303117,0,1,JAW0040,49.99,2017-01-05 12:18:30
1131132,303120,0,1,JAW0040,49.99,2017-01-05 12:21:47
1131133,303121,0,1,JAW0040,49.99,2017-01-05 12:22:09
1131142,303120,0,1,ELG0048,39.99,2017-01-05 12:30:31
1131149,303128,0,1,JAW0048,29.99,2017-01-05 12:34:38
1131152,302850,0,1,BOS0049,136.87,2017-01-05 12:35:11
1131156,303130,0,1,OWC0068-2,148.99,2017-01-05 12:36:00
1131161,303131,0,1,JAW0040,49.99,2017-01-05 12:36:15
1131166,303132,0,2,JAW0048,29.99,2017-01-05 12:38:31
1131181,303140,0,1,WDT0141,112.99,2017-01-05 12:44:34
1131182,303140,0,1,QNA0166,10.9,2017-01-05 12:44:37
1131199,303147,0,1,JAW0040,49.99,2017-01-05 12:54:09
1131205,303150,0,1,JAW0040,49.99,2017-01-05 13:00:02
1131257,303174,0,1,TRK0007,29.99,2017-01-05 13:31:53
1131273,303178,0,1,APP1676,39.0,2017-01-05 13:35:37
1131286,303183,0,1,FCM0013-2,25.99,2017-01-05 13:45:20
1131320,303197,0,1,MOP0036,42.99,2017-01-05 14:11:36
1131321,303198,0,1,BEL0264,14.99,2017-01-05 14:12:07
1131323,303200,0,1,TPL0039,45.45,2017-01-05 14:14:02
1131327,303203,0,1,APP0927,19.99,2017-01-05 14:20:10
1131333,303205,0,1,APP0698,14.99,2017-01-05 14:22:35
1131336,303205,0,1,APP0985,16.99,2017-01-05 14:25:06
1131344,303208,0,1,KAN0052,9.99,2017-01-05 14:32:37
1131357,303216,0,1,IFX0091,25.99,2017-01-05 14:43:28
1131371,303217,0,4,JAW0040,49.99,2017-01-05 15:03:04
1131378,303223,0,1,APP1683,39.0,2017-01-05 15:10:52
1131379,303224,0,2,LAC0153,75.99,2017-01-05 15:11:44
1131384,303226,0,1,OWC0183-A,298.7,2017-01-05 15:16:35
1131386,303227,0,1,LAC0099,64.99,2017-01-05 15:18:05
1131387,303228,0,1,ADN0019,7.99,2017-01-05 15:18:17
1131392,303230,0,1,SAM0115,146.99,2017-01-05 15:24:38
1131394,303232,0,1,JAW0040,49.99,2017-01-05 15:26:53
1131397,303233,0,2,JAW0040,49.99,2017-01-05 15:28:53
1131398,303230,0,1,FCM0003-2,70.99,2017-01-05 15:29:29
1131406,302521,0,1,SYN0126,138.99,2017-01-05 15:39:23
1131407,303238,0,2,JAW0048,29.99,2017-01-05 15:40:33
1131420,303232,0,1,SAN0157,38.99,2017-01-05 15:48:32
1131438,303250,0,1,IFX0034,24.99,2017-01-05 16:03:09
1131453,303256,0,1,JAW0048,29.99,2017-01-05 16:16:12
1131462,303259,0,1,NTE0103,94.99,2017-01-05 16:20:53
1131463,303260,0,1,APP0666,299.99,2017-01-05 16:21:17
1131466,303259,0,1,IFX0009,54.99,2017-01-05 16:23:38
1131470,303264,0,1,OWC0129,27.26,2017-01-05 16:24:44
1131471,303264,0,1,FCM0010,16.52,2017-01-05 16:25:21
1131473,303264,0,1,WDT0316,43.79,2017-01-05 16:25:59
1131480,303267,0,2,CRU0031,36.99,2017-01-05 16:32:46
1131482,303269,0,2,JAW0048,29.99,2017-01-05 16:36:52
1131485,303271,0,1,JAW0040,49.99,2017-01-05 16:37:36
1131499,303275,0,1,APP0927,19.99,2017-01-05 16:49:48
1131508,303279,0,1,HTE0007,29.99,2017-01-05 16:59:00
1131536,303283,0,1,JAW0040,49.99,2017-01-05 17:09:58
1131540,303286,0,1,OWC0053,22.99,2017-01-05 17:15:00
1131559,303297,0,1,ELG0039,39.99,2017-01-05 17:38:11
1131561,303297,0,2,ELG0040,35.99,2017-01-05 17:38:45
1131570,303302,0,1,IFX0022,19.99,2017-01-05 17:47:32
1131591,303313,0,1,LOG0084,19.99,2017-01-05 18:00:26
1131596,303315,0,2,WDT0217,82.99,2017-01-05 18:01:44
1131606,303316,0,1,SAN0146,11.99,2017-01-05 18:07:32
1131609,303314,0,1,HTE0008,29.99,2017-01-05 18:10:58
1131611,303316,0,1,APP0698,14.99,2017-01-05 18:12:42
1131647,303315,0,1,FCM0021-2,110.99,2017-01-05 18:39:40
1131677,303339,0,1,APP1190,52.99,2017-01-05 19:14:29
1131684,303341,0,1,LGE0044,579.99,2017-01-05 19:27:47
1131687,303343,0,1,WAC0171,54.99,2017-01-05 19:35:28
1131702,303346,0,1,OWC0035-2,82.99,2017-01-05 19:46:32
1131703,303347,0,1,JAW0040,49.99,2017-01-05 19:47:21
1131720,303353,0,1,WAC0174,79.99,2017-01-05 20:06:30
1131723,303355,0,1,SAM0116,103.99,2017-01-05 20:07:30
1131735,303362,0,1,LGE0046,309.99,2017-01-05 20:22:29
1131738,303364,0,1,CRU0026-2,118.99,2017-01-05 20:31:27
1131742,303366,0,1,CRU0016-2,84.99,2017-01-05 20:35:34
1131743,303366,0,1,OWC0013,3.99,2017-01-05 20:36:27
1131744,303367,0,1,WAC0032,4.99,2017-01-05 20:36:45
1131745,303364,0,1,CRU0051,144.99,2017-01-05 20:38:15
1131754,303367,0,1,ADN0032,24.99,2017-01-05 20:44:45
1131763,303346,0,1,SAM0073,108.99,2017-01-05 20:48:45
1131791,303376,0,1,BEL0263,19.99,2017-01-05 21:21:20
1131798,303257,0,1,IFX0089,25.99,2017-01-05 21:52:12
1131818,303394,0,2,IFX0136,89.99,2017-01-05 22:34:32
1131825,303397,0,1,SAN0133,39.99,2017-01-05 22:51:15
1131864,303419,0,2,DLL0018,177.99,2017-01-06 00:01:11
1131873,303422,0,1,OWC0210,285.99,2017-01-06 00:10:33
1131881,303427,0,1,PIE0009,12.99,2017-01-06 00:23:37
1131896,303434,0,1,PIE0031,12.99,2017-01-06 00:39:13
1131898,303434,0,1,PIE0028,12.99,2017-01-06 00:39:42
1131901,303434,0,1,IFX0015,24.99,2017-01-06 00:41:22
1131914,303445,0,1,IFX0104,19.99,2017-01-06 01:02:53
1131937,303455,0,1,BEL0277,18.99,2017-01-06 01:39:41
1131945,303455,0,1,BEL0288,16.99,2017-01-06 01:45:29
1131969,303470,0,1,OWC0161-A,155.89,2017-01-06 03:36:04
1131972,303471,0,1,MUV0165-A,19.41,2017-01-06 03:53:37
1131974,303472,0,1,FCM0007-2,118.99,2017-01-06 04:07:27
1131975,303473,0,1,LGE0036,167.99,2017-01-06 04:09:38
1131992,303482,0,1,MAC0137,14.99,2017-01-06 07:21:56
1131995,303484,0,2,ADN0028,19.99,2017-01-06 07:32:27
1131998,303486,0,1,APP1020,60.99,2017-01-06 08:14:36
1132038,303505,0,1,GRT0424,54.99,2017-01-06 09:57:53
1132044,303507,0,1,OLL0024,109.99,2017-01-06 10:08:56
1132068,303522,0,1,IFX0021,17.99,2017-01-06 10:49:13
1132070,303524,0,1,JBL0107,86.99,2017-01-06 10:54:31
1132073,303527,0,1,JAW0040,49.99,2017-01-06 10:57:26
1132104,303546,0,1,MOS0219,39.99,2017-01-06 11:26:20
1132106,303548,0,1,OTT0163,34.99,2017-01-06 11:28:24
1132121,303554,0,1,PIE0009,12.99,2017-01-06 11:45:17
1132122,303554,0,1,PIE0007,14.99,2017-01-06 11:46:02
1132124,303556,0,1,SPE0169,20.99,2017-01-06 11:47:51
1132126,303557,0,1,APP0484,48.75,2017-01-06 11:49:39
1132127,303556,0,1,MOX0016,8.99,2017-01-06 11:50:03
1132133,303560,0,1,APP1045,9.0,2017-01-06 11:54:51
1132144,303565,0,1,QNA0149,371.99,2017-01-06 11:59:41
1132147,302450,0,1,FCM0028,31.99,2017-01-06 12:02:08
1132160,303573,0,1,OTT0098,52.99,2017-01-06 12:14:51
1132181,303583,0,1,PHI0072,69.99,2017-01-06 12:52:34
1132188,303588,0,1,JAW0040,49.99,2017-01-06 13:04:38
1132196,303593,0,1,BOO0069,129.99,2017-01-06 13:11:55
1132198,303595,0,1,PAR0071,412.4,2017-01-06 13:17:41
1132199,303596,0,1,SAN0157,38.99,2017-01-06 13:18:01
1132201,303597,0,1,HGS0008,64.99,2017-01-06 13:18:51
1132204,303599,0,1,OWC0100,49.99,2017-01-06 13:20:43
1132205,303600,0,1,TIG0024,34.99,2017-01-06 13:20:47
1132218,303599,0,1,IFX0137,3.99,2017-01-06 13:25:28
1132240,303613,0,1,KEN0200,69.99,2017-01-06 13:42:18
1132244,303614,0,1,WDT0141,112.99,2017-01-06 13:46:50
1132257,303621,0,1,CRU0052,188.99,2017-01-06 14:06:02
1132260,303624,0,1,NEA0009,159.99,2017-01-06 14:10:45
1132262,303621,0,1,MAC0122,24.99,2017-01-06 14:12:49
1132298,303643,0,1,OTR0075,9.99,2017-01-06 15:00:56
1132306,303645,0,1,APP1667,41.99,2017-01-06 15:10:30
1132323,303658,0,1,LEX0020,8.99,2017-01-06 15:51:25
1132325,303660,0,1,CRU0055,569.99,2017-01-06 15:52:07
1132330,303663,0,2,LOG0084,19.99,2017-01-06 15:56:04
1132342,303671,0,1,TOS0020,82.99,2017-01-06 16:10:29
1132378,303693,0,1,BLM0016,125.99,2017-01-06 17:00:03
1132379,303694,0,1,SYN0138,148.99,2017-01-06 17:00:04
1132384,303697,0,1,APP1045,9.0,2017-01-06 17:02:19
1132388,303699,0,1,SEA0106,123.99,2017-01-06 17:03:02
1132396,303703,0,1,BEL0176,49.99,2017-01-06 17:10:44
1132397,303703,0,1,TRK0011,46.99,2017-01-06 17:10:55
1132398,303704,0,1,FCM0003-2,70.99,2017-01-06 17:11:46
1132400,303704,0,1,KIN0162,83.99,2017-01-06 17:18:33
1132401,303705,0,1,WAC0171,54.99,2017-01-06 17:21:36
1132412,303713,0,2,CRU0016-2,84.99,2017-01-06 17:47:12
1132465,303738,0,1,SEA0106,123.99,2017-01-06 18:35:26
1132475,303745,0,1,REP0151,49.9,2017-01-06 18:47:21
1132476,303741,0,1,IFX0022,17.99,2017-01-06 18:47:48
1132491,303748,0,2,APP1190,52.99,2017-01-06 18:58:46
1132502,303756,0,1,MOX0018,4.99,2017-01-06 19:05:27
1132503,303756,0,1,WOE0007,7.99,2017-01-06 19:05:50
1132520,303762,0,2,FCM0012,14.99,2017-01-06 19:18:49
1132521,303763,0,1,FCM0038-2,138.99,2017-01-06 19:21:27
1132532,303769,0,1,APP0667,22.99,2017-01-06 19:38:33
1132538,303773,0,1,PAR0074,14.99,2017-01-06 19:48:19
1132540,303774,0,1,WDT0348,156.99,2017-01-06 19:53:08
1132542,303775,0,1,SAM0074,155.99,2017-01-06 19:54:44
1132543,303776,0,1,LAC0195,609.99,2017-01-06 19:55:28
1132563,303790,0,1,PAC0749,146.99,2017-01-06 20:26:25
1132568,303790,0,1,CRU0017-2,87.99,2017-01-06 20:30:01
1132582,303805,0,1,BLM0016,125.99,2017-01-06 20:47:30
1132595,303814,0,2,SAN0133,39.99,2017-01-06 20:58:09
1132601,303819,0,1,JAW0040,49.99,2017-01-06 21:04:48
1132604,303821,0,1,SAN0147,16.99,2017-01-06 21:06:50
1132606,303822,0,1,SAT0036,29.99,2017-01-06 21:08:34
1132607,303823,0,1,SEA0107,78.99,2017-01-06 21:09:08
1132628,303822,0,1,THU0025,69.99,2017-01-06 21:23:38
1132629,303828,0,1,NTE0082,39.99,2017-01-06 21:24:41
1132635,303837,0,1,OTR0045,29.99,2017-01-06 21:28:07
1132636,303838,0,1,ELG0039,39.99,2017-01-06 21:28:36
1132640,303839,0,1,NDE0015,29.99,2017-01-06 21:32:30
1132641,303840,0,1,APP1749,411.99,2017-01-06 21:35:38
1132643,303841,0,1,SAN0133,39.99,2017-01-06 21:36:37
1132646,302876,0,1,LMP0016,26.99,2017-01-06 21:37:09
1132662,303844,0,1,BEL0285,16.99,2017-01-06 21:43:40
1132681,303856,0,1,GRT0423,54.99,2017-01-06 21:59:00
1132683,303858,0,1,WDT0141,112.99,2017-01-06 22:00:47
1132697,303864,0,1,APP1190,52.99,2017-01-06 22:07:58
1132716,302210,0,1,APP1214,83.99,2017-01-06 22:13:27
1132720,302210,0,1,APP1465,99.99,2017-01-06 22:14:24
1132734,303878,0,1,ZAG0022,10.99,2017-01-06 22:21:11
1132735,303878,0,1,APP1194,35.0,2017-01-06 22:21:41
1132748,303885,0,1,APP0663,188.99,2017-01-06 22:25:50
1132774,303895,0,1,BLM0016,125.99,2017-01-06 22:37:42
1132784,303898,0,1,IOT0017,29.99,2017-01-06 22:39:00
1132800,303906,0,1,APP0702,59.99,2017-01-06 22:50:29
1132826,303917,0,1,OTT0099,32.99,2017-01-06 23:08:06
1132837,303920,0,1,JBL0122,44.99,2017-01-06 23:14:53
1132858,303932,0,2,PHI0059,53.99,2017-01-06 23:28:22
1132861,303935,0,1,MOS0138,29.99,2017-01-06 23:29:16
1132864,303937,0,1,JBL0122,44.99,2017-01-06 23:29:43
1132873,303939,0,1,APP1043,59.0,2017-01-06 23:34:43
1132875,303935,0,1,OTT0142,24.99,2017-01-06 23:34:51
1132881,303935,0,1,OTT0145,29.99,2017-01-06 23:36:59
1132884,303943,0,1,GRT0426,19.99,2017-01-06 23:39:16
1132886,303944,0,1,SAN0172,42.99,2017-01-06 23:40:14
1132906,303956,0,1,JAW0040,49.99,2017-01-06 23:54:04
1132916,303964,0,1,IFX0034,19.99,2017-01-07 00:02:01
1132989,303991,0,1,OTT0127,34.99,2017-01-07 00:44:11
1132991,303992,0,1,LEE0011,49.99,2017-01-07 00:46:37
1133007,303996,0,1,HTE0010,44.99,2017-01-07 00:52:50
1133035,303943,0,1,SAN0161,104.99,2017-01-07 01:00:52
1133038,304003,0,1,NTE0062,109.0,2017-01-07 01:01:17
1133058,304010,0,1,APP1190,52.99,2017-01-07 01:12:01
1133086,303978,0,1,MOS0192,32.99,2017-01-07 01:17:39
1133093,304012,0,1,WDT0141,112.99,2017-01-07 01:21:47
1133107,303991,0,1,APP0399,31.99,2017-01-07 01:32:40
1133111,303978,0,1,PAC1399,22.99,2017-01-07 01:35:49
1133126,304019,0,1,WIT0023,82.99,2017-01-07 01:41:17
1133127,304020,0,1,CRU0043-4,266.99,2017-01-07 01:41:39
1133131,304015,0,1,RUT0009,49.99,2017-01-07 01:45:04
1133148,304026,0,1,RUT0009,49.99,2017-01-07 01:51:42
1133158,304027,0,2,JAW0040,49.99,2017-01-07 01:55:03
1133164,304027,0,2,WOE0009,12.99,2017-01-07 02:02:02
1133169,304035,0,2,JAW0040,49.99,2017-01-07 02:21:52
1133179,304042,0,1,LGE0039,228.99,2017-01-07 02:53:41
1133204,304053,0,1,SAN0133,39.99,2017-01-07 07:37:05
1133206,304055,0,1,SAN0147,16.99,2017-01-07 07:38:30
1133251,304082,0,1,OWC0013,3.99,2017-01-07 09:44:10
1133252,304083,0,1,PIE0009,12.99,2017-01-07 09:44:46
1133254,304085,0,1,WDT0373,229.99,2017-01-07 09:45:35
1133263,304087,0,1,PAC1561,52.99,2017-01-07 09:52:01
1133288,304102,0,1,LAC0179,889.99,2017-01-07 10:13:51
1133297,303643,0,1,SYN0098,90.99,2017-01-07 10:28:21
1133300,304108,0,1,APP1190,52.99,2017-01-07 10:29:28
1133327,304118,0,1,APP1687,49.99,2017-01-07 10:57:24
1133342,304128,0,1,APP0483,59.0,2017-01-07 11:07:57
1133346,304130,0,1,WAC0171,54.99,2017-01-07 11:11:50
1133358,304134,0,1,SAT0034,33.05,2017-01-07 11:21:03
1133368,304138,0,1,FCM0022,34.99,2017-01-07 11:30:12
1133388,304146,0,1,FCM0013-2,25.99,2017-01-07 11:39:22
1133390,303643,0,1,SEA0039,72.99,2017-01-07 11:40:00
1133416,304157,0,1,BEL0133,29.99,2017-01-07 11:56:23
1133429,304165,0,3,WOE0011,14.99,2017-01-07 12:04:59
1133430,304165,0,1,WOE0010,12.99,2017-01-07 12:05:44
1133435,304168,0,1,LOG0200,89.99,2017-01-07 12:06:40
1133439,304169,0,1,APP1210,171.99,2017-01-07 12:08:52
1133443,304172,0,1,CRU0023,44.99,2017-01-07 12:09:45
1133454,304174,0,1,WAC0171,54.99,2017-01-07 12:16:47
1133455,304175,0,1,APP0698,9.99,2017-01-07 12:18:14
1133465,304182,0,1,APP1490,757.99,2017-01-07 12:25:28
1133466,304182,0,1,APP1628,163.99,2017-01-07 12:26:21
1133471,304185,0,1,SAT0009,33.05,2017-01-07 12:32:16
1133474,304175,0,1,APP0927,14.99,2017-01-07 12:32:44
1133477,304187,0,1,TPL0040,29.9,2017-01-07 12:35:09
1133479,304188,0,1,MUV0147,17.99,2017-01-07 12:35:34
1133484,304188,0,1,SYN0128,384.99,2017-01-07 12:39:06
1133486,304190,0,2,APP0698,9.99,2017-01-07 12:42:17
1133492,304193,0,1,CRU0026-2,118.99,2017-01-07 12:46:23
1133495,304188,0,1,WDT0249,243.99,2017-01-07 12:48:32
1133496,304194,0,1,APP0702,59.99,2017-01-07 12:49:49
1133510,304197,0,1,SAN0098,29.99,2017-01-07 12:58:06
1133514,304199,0,1,SEA0049,49.99,2017-01-07 13:00:00
1133518,304128,0,1,TUC0225,22.99,2017-01-07 13:06:42
1133521,304200,0,1,PAC0623,180.99,2017-01-07 13:07:28
1133523,304197,0,1,BEL0261,17.99,2017-01-07 13:07:52
1133532,303542,0,1,JAW0048,29.99,2017-01-07 13:13:36
1133538,303542,0,1,JAW0040,49.99,2017-01-07 13:16:23
1133552,304209,0,2,KIN0155,75.99,2017-01-07 13:28:45
1133562,304214,0,1,KAN0017,14.99,2017-01-07 13:39:05
1133571,304217,0,1,SAT0036,29.99,2017-01-07 13:46:37
1133580,304222,0,1,SAT0009,39.99,2017-01-07 13:55:22
1133592,304227,0,1,SPE0185,19.0,2017-01-07 14:02:31
1133605,304236,0,1,MUV0184,10.99,2017-01-07 14:16:16
1133606,304236,0,1,MUV0183,10.99,2017-01-07 14:16:26
1133607,304237,0,1,WAC0104,404.99,2017-01-07 14:16:40
1133608,304238,0,1,APP0698,9.99,2017-01-07 14:16:56
1133609,304239,0,1,APP1107,59.99,2017-01-07 14:17:38
1133695,304253,0,1,SAN0146,11.99,2017-01-07 14:51:06
1133702,304263,0,2,APP0927,12.39,2017-01-07 14:57:57
1133703,303867,0,1,IFX0022,17.99,2017-01-07 14:58:16
1133710,304264,0,1,APP1647,635.54,2017-01-07 15:03:05
1133714,304266,0,1,PAC0105,157.99,2017-01-07 15:06:29
1133723,297220,0,1,WDT0141,112.99,2017-01-07 15:11:08
1133782,304278,0,1,BEL0227-A,19.28,2017-01-07 15:47:35
1133787,304278,0,1,STA0033,5.99,2017-01-07 15:51:06
1133789,304283,0,1,DLK0064,33.9,2017-01-07 15:51:56
1133792,304285,0,1,APP1485,649.99,2017-01-07 15:53:25
1133796,304278,0,1,SAT0010,16.99,2017-01-07 15:57:44
1133806,304291,0,1,MOS0154,29.99,2017-01-07 16:04:17
1133871,304317,0,1,BLM0016,125.99,2017-01-07 16:44:32
1133887,304324,0,3,OWC0024,25.99,2017-01-07 16:59:25
1133892,304328,0,1,SPE0172,36.99,2017-01-07 17:00:12
1133907,304335,0,1,WDT0373,229.99,2017-01-07 17:07:37
1133913,304328,0,1,LAC0212,136.99,2017-01-07 17:13:59
1133929,304342,0,1,SAN0163,16.99,2017-01-07 17:27:15
1133935,304345,0,1,WAC0090,729.99,2017-01-07 17:29:23
1133943,304347,0,1,BEL0176,49.99,2017-01-07 17:39:45
1133946,304347,0,1,SAT0033,29.99,2017-01-07 17:43:33
1133951,304354,0,1,WOE0009,12.99,2017-01-07 17:45:57
1133984,303599,0,1,WDT0175,95.99,2017-01-07 18:02:57
1134009,304370,0,1,LOG0084,19.99,2017-01-07 18:21:08
1134013,304373,0,1,JAW0040,49.99,2017-01-07 18:27:45
1134048,304389,0,1,THU0025,69.99,2017-01-07 18:56:22
1134085,304399,0,1,SAN0133,39.99,2017-01-07 19:10:30
1134101,304407,0,1,MOS0139,29.99,2017-01-07 19:16:28
1134109,304409,0,2,CRU0026-2,118.99,2017-01-07 19:20:59
1134112,304410,0,1,QNA0150,314.99,2017-01-07 19:22:16
1134113,304412,0,1,KEN0079,59.99,2017-01-07 19:24:11
1134115,304413,0,1,PAR0058,69.99,2017-01-07 19:26:11
1134116,304414,0,1,IOT0007,19.99,2017-01-07 19:28:04
1134122,304415,0,1,NTE0062,109.0,2017-01-07 19:30:18
1134130,304410,0,1,WDT0141,112.99,2017-01-07 19:35:58
1134131,304419,0,1,KEN0200,69.99,2017-01-07 19:36:29
1134139,304424,0,1,FCM0003-2,70.99,2017-01-07 19:39:50
1134142,304425,0,1,IFX0034,19.99,2017-01-07 19:42:56
1134150,304427,0,1,APP0698,9.99,2017-01-07 19:45:27
1134155,304424,0,1,OWC0013,3.99,2017-01-07 19:49:37
1134163,302390,0,1,FCM0003-2,70.99,2017-01-07 19:53:24
1134173,304436,0,1,SAT0036,29.99,2017-01-07 19:57:46
1134206,304446,0,1,GRT0425,22.99,2017-01-07 20:23:13
1134207,304446,0,1,APP1048,25.0,2017-01-07 20:23:58
1134210,304447,0,1,APP1190,52.99,2017-01-07 20:24:18
1134215,304446,0,1,APP1043,59.0,2017-01-07 20:26:51
1134237,304446,0,1,LAC0187,161.99,2017-01-07 20:42:19
1134238,304464,0,1,APP1190,52.99,2017-01-07 20:46:17
